Collection ID,Form ID,State,Year,Serial_agar_dilution for creating the model  (N= 20),Field,County,hyphal_tip (ht),DNA Extraction,Location of field,Size of field (acres),Percentage Affected,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Products,Timing,Pre-2015 Fungicides,Number of Years,Products: Soybean,Timing: Soybean,Notes,Apparently low sensitiviy
1086,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Endura-2 Plant 8 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1087,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-2 Plant 9 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1088,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-3 Plant 1 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1089,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-3 Plant 2 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1090,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-3 Plant 3 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1091,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-3 Plant 4 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1092,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-3 Plant 5 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1093,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-3 Plant 6 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1094,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-4 Plant 1 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1095,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-4 Plant 2 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1096,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Endura-4 Plant 3 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1097,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Endura-4 Plant 4 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1098,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-4 Plant 5 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1099,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-4 Plant 6 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1100,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-4 Plant 7 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1101,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-4 Plant 8 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1102,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-4 Plant 9 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1103,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Endura-4 Plant 10 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1104,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-5 Plant 1 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1105,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-5 Plant 2 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1106,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-5 Plant 3 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1107,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Endura-5 Plant 4 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1108,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Endura-5 Plant 5 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1109,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Endura-5 Plant 6 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1110,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Endura-5 Plant 7 (highest rates and two applications, 11 oz/A at R1 and R3)",,,,,,,,,,,,
1111,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-1 Plant 1 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1112,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-1 Plant 2 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1113,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-1 Plant 3 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1114,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-2 Plant 1 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1115,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-2 Plant 2 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1116,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-2 Plant 3 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1117,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-2 Plant 4 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1118,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-2 Plant 5 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1119,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-2 Plant 6 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1120,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-2 Plant 7 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1121,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-2 Plant 8 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1122,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-3 Plant1 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1123,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-3 Plant2 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1124,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-3 Plant3 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1125,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-3 Plant4 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1126,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-3 Plant5 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1127,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Topsin-3 Plant6 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1128,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Topsin-3 Plant7 (highest rates and two applications, 4.5 fl oz/A at R1 and R2)",,,,,,,,,,,,
1129,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-1 Plant 1 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1130,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-1 Plant 2 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1131,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-1 Plant 3 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1132,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-1 Plant 4 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1133,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-1 Plant 5 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1134,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-1 Plant 6 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1135,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-1 Plant 7 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1136,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-1 Plant 8 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1137,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-1 Plant 9 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1138,,MI,2016,No,trial,East Lansing,Yes,No,,,,"Fungicide treatment plots Approach-2 Plant 1 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1139,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-2 Plant 2 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1140,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-2 Plant 3 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1141,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-2 Plant 4 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1142,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-2 Plant 5 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1143,,MI,2016,No,trial,East Lansing,No,No,,,,"MSU Fungicide treatment plots Approach-2 Plant 6 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1144,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-2 Plant 7 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1145,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-2 Plant 8 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1146,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-3 Plant 1 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1147,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-3 Plant 2 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1148,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-3 Plant 3 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1149,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-3 Plant 4 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1150,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-3 Plant 5 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1151,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-3 Plant 6 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1152,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-3 Plant 7 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1153,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-3 Plant 8 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1154,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-3 Plant 9 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1155,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 1 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1156,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 2 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1157,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 3 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1158,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 4 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1159,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 5 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1160,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 6 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1161,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 7 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1162,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 8 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1163,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 9 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1164,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-4 Plant 10 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1165,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 1 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1166,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 2 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1167,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 3 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1168,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 4 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1169,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 5 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1170,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 6 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1171,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 7 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1172,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 8 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1173,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 9 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1174,,MI,2016,No,trial,East Lansing,No,No,,,,"Fungicide treatment plots Approach-5 Plant 10 (highest rates and two applications, 9 fl oz/A at R1 and R3)",,,,,,,,,,,,
1175,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-1 Plant 1,,,,,,,,,,,,
1176,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-1 Plant 2,,,,,,,,,,,,
1177,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-1 Plant 3,,,,,,,,,,,,
1178,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-1 Plant 4,,,,,,,,,,,,
1179,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-1 Plant 5,,,,,,,,,,,,
1180,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-1 Plant 6,,,,,,,,,,,,
1181,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-1 Plant 7,,,,,,,,,,,,
1182,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-2 Plant 1,,,,,,,,,,,,
1183,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-2 Plant 2,,,,,,,,,,,,
1184,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-2 Plant 3,,,,,,,,,,,,
1185,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-2 Plant 4,,,,,,,,,,,,
1186,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-2 Plant 5,,,,,,,,,,,,
1187,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-2 Plant 6,,,,,,,,,,,,
1188,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-2 Plant 7,,,,,,,,,,,,
1189,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-2 Plant 8,,,,,,,,,,,,
1190,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-2 Plant 9,,,,,,,,,,,,
1191,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 1,,,,,,,,,,,,
1192,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 2,,,,,,,,,,,,
1193,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 3,,,,,,,,,,,,
1194,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 4,,,,,,,,,,,,
1195,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 5,,,,,,,,,,,,
1196,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 6,,,,,,,,,,,,
1197,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 7,,,,,,,,,,,,
1198,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 8,,,,,,,,,,,,
1199,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 9,,,,,,,,,,,,
1200,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-3 Plant 10,,,,,,,,,,,,
1201,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 1,,,,,,,,,,,,
1202,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 2,,,,,,,,,,,,
1203,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 3,,,,,,,,,,,,
1204,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 4,,,,,,,,,,,,
1205,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 5,,,,,,,,,,,,
1206,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 6,,,,,,,,,,,,
1207,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 7,,,,,,,,,,,,
1208,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 8,,,,,,,,,,,,
1209,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 9,,,,,,,,,,,,
1210,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-4 Plant 10,,,,,,,,,,,,
1211,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-5 Plant 1,,,,,,,,,,,,
1212,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-5 Plant 2,,,,,,,,,,,,
1213,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-5 Plant 3,,,,,,,,,,,,
1214,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-5 Plant 4,,,,,,,,,,,,
1215,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-5 Plant 5,,,,,,,,,,,,
1216,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-5 Plant 6,,,,,,,,,,,,
1217,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-5 Plant 7,,,,,,,,,,,,
1218,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-5 Plant 8,,,,,,,,,,,,
1219,,MI,2016,No,trial,East Lansing,No,No,,,,Fungicide treatment plots Control-5 Plant 9,,,,,,,,,,,,
1327,,IA,2017,No,trial,"Nashua, Iowa",,,42.9358N 92.5758W,,,Plot #101 Sample #1 GPS:42.9358 -92.5758 Rep #1 Non-treated,,,,,,,,,,,,
1328,,IA,2017,No,trial,"Nashua, Iowa",,,42.9361N 92.5757 W,,,Plot #102 Sample #1 GPS:42.9361 -92.5757 Rep #1 Trt: Endura,,,,,,,,,,,,
1329,,IA,2017,No,trial,"Nashua, Iowa",,,42.9358 N92.5759W,,,Plot #103 Sample #1 GPS:42.9358 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1330,,IA,2017,No,trial,"Nashua, Iowa",,,42.9358 N92.5759W,,,Plot #103 Sample #2 GPS:42.9358 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1331,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #1 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1332,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #2 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1333,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #3 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1334,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #4 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1335,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #5 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1336,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #6 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1337,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #7 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1338,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #8 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1339,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #9 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1340,,IA,2017,No,trial,"Nashua, Iowa",,,42.9360N 92.5761W,,,Plot #104 Sample #10 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,
1341,,IA,2017,No,trial,"Nashua, Iowa",,,42.9358 N 92.5760W,,,Plot #104 Sample #1 GPS:42.9358 -92.5760 Rep #1 Non-treated,,,,,,,,,,,,
1342,,IA,2017,No,trial,"Nashua, Iowa",,,42.9358 N 92.5760W,,,Plot #104 Sample #2 GPS:42.9358 -92.5760 Rep #1 Non-treated,,,,,,,,,,,,
1343,,IA,2017,No,trial,"Nashua, Iowa",,,42.9358 N 92.5760W,,,Plot #104 Sample #3 GPS:42.9358 -92.5760 Rep #1 Non-treated,,,,,,,,,,,,
1344,,IA,2017,No,trial,"Nashua, Iowa",,,42.9358 N 92.5760W,,,Plot #104 Sample #4 GPS:42.9358 -92.5760 Rep #1 Non-treated,,,,,,,,,,,,
1345,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #1 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1346,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #2 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1347,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #3 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1348,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #4 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1349,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #5 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1350,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #6 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1351,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #7 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1352,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #8 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1353,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #9 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1354,,IA,2017,No,trial,"Nashua, Iowa",,,42.9357N 92.5759W,,,Plot #106 Sample #10 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,
1355,,IA,2017,No,trial,"Nashua, Iowa",,,42.9440N 92.5533W,,,Plot #107 Sample #1 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,
1356,,IA,2017,No,trial,"Nashua, Iowa",,,42.9440N 92.5533W,,,Plot #107 Sample #2 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,
1357,,IA,2017,No,trial,"Nashua, Iowa",,,42.9440N 92.5533W,,,Plot #107 Sample #3 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,
