Collection ID,Form ID,State,Year,Serial_agar_dilution for creating the model  (N= 20),Field,County,hyphal_tip (ht),DNA Extraction,Location of field,Size of field (acres),Percentage Affected,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Products,Timing,Pre-2015 Fungicides,Number of Years,Products: Soybean,Timing: Soybean,Notes,Apparently low sensitiviy
,Sc15-60-10,NE,2015,No,Survey,Sherman,No,No,"41.375732N, 99.012641W",<80,20,N,,N,N,N,,,N,,,,,
,Sc15-62-01,NE,2015,No,Survey,Kearney,No,No,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-62-02,NE,2015,No,Survey,Kearney,Yes,Yes,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-62-03,NE,2015,No,Survey,Kearney,Yes,Yes,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-62-04,NE,2015,No,Survey,Kearney,Yes,Yes,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-62-05,NE,2015,No,Survey,Kearney,Yes,Yes,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-62-06,NE,2015,No,Survey,Kearney,Yes,Yes,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-62-07,NE,2015,No,Survey,Kearney,Yes,Yes,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-62-08,NE,2015,No,Survey,Kearney,Yes,Yes,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-62-09,NE,2015,No,Survey,Kearney,No,No,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-62-10,NE,2015,Yes,Survey,Kearney,Yes,Yes,"40.410571N, 98.823869W",80-160,5-10,N,,Y,N,N,4 oz. Priaxor,R3,Y,5,Headline,V3,Letter Attached,
,Sc15-66-01,NE,2015,No,Survey,Cuming,No,No,"41.763452  N, 96.640897 W",80-160,10,N,,Y,N,N,Quilt XL,,Y,,Quilt XL,,Return Address on Packet,
,Sc15-67-01,NE,2015,No,Survey,Cedar,No,No,42.55724 N 97.35410 W,80-160,10,Y,4,Y,N,N,Domark,R3.5,Y,2,"Headline, Priaxor",,Strivens Terraces,
,Sc15-67-02,NE,2015,No,Survey,Cedar,No,No,42.55724 N 97.35410 W,80-160,10,Y,4,Y,N,N,Domark,R3.5,Y,2,"Headline, Priaxor",,Strivens Terraces,
,Sc15-67-03,NE,2015,No,Survey,Cedar,No,No,42.55724 N 97.35410 W,80-160,10,Y,4,Y,N,N,Domark,R3.5,Y,2,"Headline, Priaxor",,Strivens Terraces,
,Sc15-67-04,NE,2015,No,Survey,Cedar,No,No,42.55724 N 97.35410 W,80-160,10,Y,4,Y,N,N,Domark,R3.5,Y,2,"Headline, Priaxor",,Strivens Terraces,
,Sc15-67-05,NE,2015,No,Survey,Cedar,No,No,42.55724 N 97.35410 W,80-160,10,Y,4,Y,N,N,Domark,R3.5,Y,2,"Headline, Priaxor",,Strivens Terraces,
,Sc15-67-06,NE,2015,No,Survey,Cedar,No,No,42.55724 N 97.35410 W,80-160,10,Y,4,Y,N,N,Domark,R3.5,Y,2,"Headline, Priaxor",,Strivens Terraces,
,Sc15-67-07,NE,2015,No,Survey,Cedar,No,No,42.55724 N 97.35410 W,80-160,10,Y,4,Y,N,N,Domark,R3.5,Y,2,"Headline, Priaxor",,Strivens Terraces,
,Sc15-67-09,NE,2015,No,Survey,Cedar,No,No,42.55724 N 97.35410 W,80-160,10,Y,4,Y,N,N,Domark,R3.5,Y,2,"Headline, Priaxor",,Strivens Terraces,
,Sc15-67-10,NE,2015,No,Survey,Cedar,No,No,42.55724 N 97.35410 W,80-160,10,Y,4,Y,N,N,Domark,R3.5,Y,2,"Headline, Priaxor",,Strivens Terraces,
,Sc15-68-01,NE,2015,No,Survey,Greeley,No,No,"41.681822 N, 98.354464W",80-160,10-15,N,,N,N,N,,,Y,3,,,,
,Sc15-69-01,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-69-02,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-69-03,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-69-04,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-69-05,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-69-06,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-69-07,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-69-08,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-69-09,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-69-10,NE,2015,No,Survey,Antelope,No,No,"41.684440 N, 98.356256W",80-160,25,N,,Y,Y,Y,"Priaxor by Plane, Approach through irrigation","R3,R4",N,,,,,
,Sc15-75-01,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-75-02,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-75-03,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-75-04,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-75-05,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-75-06,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-75-07,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-75-08,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-75-09,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-75-10,NE,2015,No,Survey,Antelope,No,No,"42.120169 N, 97.948521 W",80-160,<1,,,Y,N,Y,Domark,R3,N,,,,,
,Sc15-78-01,NE,2015,Yes,Survey,Cedar,Yes,Yes,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-78-02,NE,2015,No,Survey,Cedar,Yes,Yes,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-78-03,NE,2015,No,Survey,Cedar,No,No,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-78-04,NE,2015,No,Survey,Cedar,No,No,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-78-05,NE,2015,No,Survey,Cedar,Yes,Yes,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-78-06,NE,2015,No,Survey,Cedar,Yes,No,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-78-07,NE,2015,No,Survey,Cedar,Yes,Yes,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-78-08,NE,2015,No,Survey,Cedar,Yes,Yes,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-78-09,NE,2015,No,Survey,Cedar,Yes,Yes,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-78-10,NE,2015,No,Survey,Cedar,Yes,Yes,42.66064 N 97.04809 W,160-320,15,N,,Y,N,N,Stratego YLD-7,R3,Y,3,Stratego YLD,R3-R4,,
,Sc15-97-01,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-97-02,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-97-03,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-97-04,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-97-05,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-97-06,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-97-07,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-97-08,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-97-09,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-97-10,NE,2015,No,Survey,Pierce,No,No,42.09579 N 97.39894 W,160-320,75,Y,15+,Y,N,Y,Domark,R2 (7/6) R3 (7/25),Y,,"Domark, Headline",R1-R4,Remmick,
,Sc15-98-01,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-98-02,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-98-03,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-98-04,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-98-05,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-98-06,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-98-07,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-98-08,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-98-09,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-98-10,NE,2015,No,Survey,Cedar,No,No,42.51926 N 97.19746 W,160-320,60,Y,15+,Y,N,Y,Domark,R2-R3 (7/11),Y,3,Headline,R3-R4,Kurtzals,TM
,Sc15-99-01,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-99-02,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-99-03,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-99-04,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-99-05,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-99-06,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-99-07,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-99-08,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-99-09,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-99-10,NE,2015,No,Survey,Knox,No,No,42.59583 N 97.69278 W,<80,5,N,,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Priaxor",R3-R4,Carlaw 80,Prothioconazole
,Sc15-100-01,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-100-02,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-100-03,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-100-04,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-100-05,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-100-06,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-100-07,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-100-08,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-100-09,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-100-10,NE,2015,No,Survey,Cedar,No,No,42.64422 N 97.32608 W,160-320,10,Y,10+,Y,N,N,Priaxor,R3.5,Y,5,"Headline, Prioxor",R3-R4,,
,Sc15-101-01,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-101-02,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-101-03,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-101-04,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-101-05,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-101-06,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-101-07,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-101-08,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-101-09,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-101-10,NE,2015,No,Survey,Cedar,No,No,42.61699 N 97.35533 W,80-160,10,N,,Y,N,Y,Domark,R3.5 (7/23),Y,2,Headline,R3-R4,Steffer,
,Sc15-102-01,NE,2015,No,Survey,Antelope,No,No,"41.945614 N, 97.974880 W",80-160,5,Y,?,Y,,,"Topsin, Topsin","1st Flower, 21 days after 1st Application",Y,>10,Topsin,1st Flower & 21 days after 1st application,Dry Edible Beans SW Holbrook,
,Sc15-103-01,NE,2015,No,Survey,Antelope,No,No,"42.222776 N, 97.931081 W",<80,5,N,,Y,,,NuCop Copper Hydroxide + Topsin,"1st flower, same treatment 21 days later",Y,>10,Topsin,1st Flower & 21 days after 1st application,Dry Edible Beans Couch,
,Sc15-104-01,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-104-02,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-104-03,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-104-04,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-104-05,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-104-06,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-104-07,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-104-08,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-104-09,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-104-10,NE,2015,No,Survey,Kearney,No,No,"42.298749N, 98.235265W",80-160,10,N,,N,N,N,,,Y,5,,,Letter Attached,
,Sc15-St.Joseph-01,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-02,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-03,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-04,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-05,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-06,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-07,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-08,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-09,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-10,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-11,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-St.Joseph-12,MI,2015,No,Survey,St.Joseph,No,No,"41.998 N, 85.433 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-01,MI,2015,No,Survey,Sanilac,Yes,Yes,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-02,MI,2015,Yes,Survey,Sanilac,Yes,Yes,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-05,MI,2015,No,Survey,Sanilac,Yes,Yes,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-06,MI,2015,No,Survey,Sanilac,Yes,Yes,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-07,MI,2015,No,Survey,Sanilac,Yes,No,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-08,MI,2015,No,Survey,Sanilac,Yes,Yes,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-09,MI,2015,No,Survey,Sanilac,Yes,No,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-10,MI,2015,No,Survey,Sanilac,No,No,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-11,MI,2015,No,Survey,Sanilac,Yes,Yes,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-12,MI,2015,No,Survey,Sanilac,Yes,No,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-13,MI,2015,No,Survey,Sanilac,No,No,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Sanilac-15,MI,2015,No,Survey,Sanilac,Yes,Yes,"43.465 N, 82.799 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-01,MI,2015,Yes,Survey,Hillsdale,Yes,No,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-02*,MI,2015,No,Survey,Hillsdale,Yes,Yes,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-03,MI,2015,No,Survey,Hillsdale,Yes,Yes,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-04,MI,2015,No,Survey,Hillsdale,Yes,No,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-05,MI,2015,No,Survey,Hillsdale,Yes,No,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-06,MI,2015,No,Survey,Hillsdale,Yes,No,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-07,MI,2015,No,Survey,Hillsdale,No,Yes,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-08,MI,2015,No,Survey,Hillsdale,Yes,Yes,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-09,MI,2015,No,Survey,Hillsdale,No,No,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-10,MI,2015,No,Survey,Hillsdale,Yes,Yes,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-11,MI,2015,Yes,Survey,Hillsdale,Yes,Yes,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Hillsdale-12,MI,2015,No,Survey,Hillsdale,No,No,"41.839 N, 84.703 W",,,,,,,,,,,,,,,
,Sc15-Ingham-01,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-02,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-03,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
,Sc15-Ingham-04,MI,2015,No,Survey,Ingham,No,No,"42.690 N, 84.498 W",,,,,,,,,,,,,,,
