Collection_ID,Field,Form ID,State,Year,Serial_agar_dilution_for_creating_the_model_ (N=20),Origin,County,hyphal_tip (ht),DNA Extraction,lat,long,Size of field (acres),Percentage Affected ,History,Number of Years,Fungicide This Year,Chemigation,Applied for White Mold,Products,Timing,Pre-2015 Fungicides,Number of Years,Products_Soybean,Timing: Soybean,Notes,Apparently low sensitiviy,
1277,ho,,NE,2017,No,Survey,Holt,No,No,42.646641,99.147223,,,Johnson Brothers farm fungicide trial Sc17-035-02 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1278,ho,,NE,2017,No,Survey,Holt,No,No,42.646641,99.147223,,,Johnson Brothers farm fungicide trial Sc17-035-03 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1279,ho,,NE,2017,No,Survey,Holt,No,No,42.646641,99.147223,,,Johnson Brothers farm fungicide trial Sc17-035-04 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1280,ho,,NE,2017,No,Survey,Holt,No,No,42.646641,99.147223,,,Johnson Brothers farm fungicide trial Sc17-035-05 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1281,ho,,NE,2017,No,Survey,Holt,No,No,42.646641,99.147223,,,Johnson Brothers farm fungicide trial Sc17-035-06 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1282,ho,,NE,2017,No,Survey,Holt,No,No,42.646641,99.147223,,,Johnson Brothers farm fungicide trial Sc17-035-07 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1283,ho,,NE,2017,No,Survey,Holt,No,No,42.646641,99.147223,,,Johnson Brothers farm fungicide trial Sc17-035-08 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1284,ho,,NE,2017,No,Survey,Holt,No,No,42.646641,99.147223,,,Johnson Brothers farm fungicide trial Sc17-035-09 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1285,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-01 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1286,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-02 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1287,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-03 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1288,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-04 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1289,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-05 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1290,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-06 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1291,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-07 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1292,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-08 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1293,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-09 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1294,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  Sc17-034-10 (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1295,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  unmarked packet  (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1296,an,,NE,2017,No,Survey,Antelope,No,No,42.194724,98.112189,,,David Peike farm fungicide trial  unmarked packet  (see special notes),,,,,,,,,,,It does not say an specific GPS point so we gave a random point,,
1297,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-01,,,,,,,,,,,,,
1298,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-02,,,,,,,,,,,,,
1299,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-03,,,,,,,,,,,,,
1300,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-04,,,,,,,,,,,,,
1301,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-05,,,,,,,,,,,,,
1302,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-06,,,,,,,,,,,,,
1303,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-07,,,,,,,,,,,,,
1304,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-08,,,,,,,,,,,,,
1305,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-09,,,,,,,,,,,,,
1306,dod,,NE,2017,No,Survey,Dodge,,,41.68318056,96.61944444,,,Fungicide trial- SC17-024-10,,,,,,,,,,,,,
1307,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-01,,,,,,,,,,,,,
1308,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-02,,,,,,,,,,,,,
1309,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-03,,,,,,,,,,,,,
1310,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-04,,,,,,,,,,,,,
1311,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-05,,,,,,,,,,,,,
1312,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-06,,,,,,,,,,,,,
1313,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-07,,,,,,,,,,,,,
1314,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-08,,,,,,,,,,,,,
1315,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-09,,,,,,,,,,,,,
1316,dod,,NE,2017,No,Survey,Dodge,,,41.66065,96.62694444,,,Fungicide trial- SC17-023-10,,,,,,,,,,,,,
1317,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-01,,,,,,,,,,,,,
1318,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-02,,,,,,,,,,,,,
1319,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-03,,,,,,,,,,,,,
1320,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-04,,,,,,,,,,,,,
1321,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-05,,,,,,,,,,,,,
1322,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-06,,,,,,,,,,,,,
1323,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-07,,,,,,,,,,,,,
1324,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-08,,,,,,,,,,,,,
1325,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-09,,,,,,,,,,,,,
1326,va,,NE,2017,No,Survey,Valley,,,41.63666667,98.96416667,,,Fungicide trial- SC17-021-10,,,,,,,,,,,,,
1327,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5758,,,Plot #101 Sample #1 GPS:42.9358 -92.5758 Rep #1 Non-treated,,,,,,,,,,,,,
1328,na,,IA,2017,No,trial,Nashua,,,42.9361,92.5757,,,Plot #102 Sample #1 GPS:42.9361 -92.5757 Rep #1 Trt: Endura,,,,,,,,,,,,,
1329,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5759,,,Plot #103 Sample #1 GPS:42.9358 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1330,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5759,,,Plot #103 Sample #2 GPS:42.9358 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1331,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #1 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1332,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #2 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1333,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #3 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1334,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #4 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1335,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #5 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1336,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #6 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1337,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #7 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1338,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #8 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1339,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #9 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1340,na,,IA,2017,No,trial,Nashua,,,42.936,92.5761,,,Plot #104 Sample #10 GPS:42.9360 -92.5761 Rep #1 Trt: Topsin,,,,,,,,,,,,,
1341,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #104 Sample #1 GPS:42.9358 -92.5760 Rep #1 Non-treated,,,,,,,,,,,,,
1342,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #104 Sample #2 GPS:42.9358 -92.5760 Rep #1 Non-treated,,,,,,,,,,,,,
1343,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #104 Sample #3 GPS:42.9358 -92.5760 Rep #1 Non-treated,,,,,,,,,,,,,
1344,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #104 Sample #4 GPS:42.9358 -92.5760 Rep #1 Non-treated,,,,,,,,,,,,,
1345,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #1 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1346,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #2 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1347,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #3 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1348,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #4 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1349,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #5 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1350,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #6 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1351,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #7 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1352,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #8 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1353,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #9 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1354,na,,IA,2017,No,trial,Nashua,,,42.9358,92.576,,,Plot #106 Sample #10 GPS:42.9357 -92.5759 Rep #1 Trt: Approach,,,,,,,,,,,,,
1355,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #1 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1356,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #2 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1357,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #3 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1358,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #4 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1359,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #5 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1360,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #6 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1361,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #7 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1362,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #8 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1363,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #9 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1364,na,,IA,2017,No,trial,Nashua,,,42.944,92.5533,,,Plot #107 Sample #10 GPS:42.9440 -92.5533 Rep #1 Non-treated,,,,,,,,,,,,,
1365,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #1 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1366,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #2 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1367,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #3 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1368,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #4 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1369,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #5 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1370,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #6 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1371,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #7 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1372,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #8 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1373,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #9 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1374,na,,IA,2017,No,trial,Nashua,,,42.9768,92.556,,,Plot #108 Sample #10 GPS:42.9768 -92.5560 Rep #1 Trt: Endura,,,,,,,,,,,,,
1375,na,,IA,2017,No,trial,Nashua,,,42.9357,92.576,,,Plot #201 Sample #1 GPS:42.9357 -92.5760 Rep #2 Trt: Approach,,,,,,,,,,,,,
1376,na,,IA,2017,No,trial,Nashua,,,42.9357,92.576,,,Plot #201 Sample #2 GPS:42.9357 -92.5760 Rep #2 Trt: Approach,,,,,,,,,,,,,
1377,na,,IA,2017,No,trial,Nashua,,,42.9357,92.576,,,Plot #201 Sample #3 GPS:42.9357 -92.5760 Rep #2 Trt: Approach,,,,,,,,,,,,,
1378,na,,IA,2017,No,trial,Nashua,,,42.9357,92.576,,,Plot #201 Sample #4 GPS:42.9357 -92.5760 Rep #2 Trt: Approach,,,,,,,,,,,,,
1379,na,,IA,2017,No,trial,Nashua,,,42.9357,92.576,,,Plot #201 Sample #5 GPS:42.9357 -92.5760 Rep #2 Trt: Approach,,,,,,,,,,,,,
1380,na,,IA,2017,No,trial,Nashua,,,42.9357,92.576,,,Plot #201 Sample #6 GPS:42.9357 -92.5760 Rep #2 Trt: Approach,,,,,,,,,,,,,
1381,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5762,,,Plot #202 Sample #1 GPS:42.9357 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1382,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #1 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1383,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #2 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1384,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #3 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1385,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #4 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1386,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #5 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1387,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #6 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1388,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #7 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1389,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #8 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1390,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #9 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1391,na,,IA,2017,No,trial,Nashua,,,42.936,92.5763,,,Plot #203 Sample #10 GPS:42.9360 -92.5763 Rep #2 Trt: Topsin,,,,,,,,,,,,,
1392,na,,IA,2017,No,trial,Nashua,,,42.9236,92.5634,,,Plot #203 Sample #1 GPS:42.9236 -92.5634 Rep #2 Trt: Endura,,,,,,,,,,,,,
1393,na,,IA,2017,No,trial,Nashua,,,42.9236,92.5634,,,Plot #203 Sample #2 GPS:42.9236 -92.5634 Rep #2 Trt: Endura,,,,,,,,,,,,,
1394,na,,IA,2017,No,trial,Nashua,,,42.9236,92.5634,,,Plot #203 Sample #3 GPS:42.9236 -92.5634 Rep #2 Trt: Endura,,,,,,,,,,,,,
1395,na,,IA,2017,No,trial,Nashua,,,42.9236,92.5634,,,Plot #203 Sample #4 GPS:42.9236 -92.5634 Rep #2 Trt: Endura,,,,,,,,,,,,,
1396,na,,IA,2017,No,trial,Nashua,,,42.9236,92.5634,,,Plot #203 Sample #5 GPS:42.9236 -92.5634 Rep #2 Trt: Endura,,,,,,,,,,,,,
1397,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #1 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1398,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #2 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1399,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #3 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1400,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #4 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1401,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #5 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1402,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #6 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1403,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #7 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1404,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #8 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1405,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #9 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1406,na,,IA,2017,No,trial,Nashua,,,42.9358,92.5763,,,Plot #204 Sample #10 GPS:42.9358 -92.5763 Rep #2 Trt: Endura,,,,,,,,,,,,,
1407,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #1 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1408,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #2 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1409,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #3 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1410,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #4 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1411,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #5 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1412,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #6 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1413,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #7 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1414,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #8 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1415,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #9 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1416,na,,IA,2017,No,trial,Nashua,,,42.9359,92.5762,,,Plot #207 Sample #10 GPS:42.9359 -92.5762 Rep #2 Non-treated,,,,,,,,,,,,,
1417,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #1 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1418,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #2 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1419,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #3 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1420,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #4 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1421,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #5 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1422,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #6 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1423,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #7 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1424,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #8 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1425,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #9 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1426,na,,IA,2017,No,trial,Nashua,,,42.9878,92.5577,,,Plot #208 Sample #10 GPS:42.9878 -92.5577 Rep #2 Trt: Approach,,,,,,,,,,,,,
1427,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5764,,,Plot #302 Sample #1 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,,,,,,,,,
1428,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5764,,,Plot #302 Sample #2 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,,,,,,,,,
1429,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5764,,,Plot #302 Sample #3 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,,,,,,,,,
1430,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5764,,,Plot #302 Sample #4 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,,,,,,,,,
1431,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5764,,,Plot #302 Sample #5 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,,,,,,,,,
1432,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5764,,,Plot #302 Sample #6 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,,,,,,,,,
1433,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5764,,,Plot #302 Sample #7 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,,,,,,,,,
1434,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5764,,,Plot #302 Sample #8 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,,,,,,,,,
1435,na,,IA,2017,No,trial,Nashua,,,42.9357,92.5764,,,Plot #302 Sample #9 GPS:42.9357 -92.5764 Rep #3 Trt: Endura,,,,,,,,,,,,,
